idx,t_us,red,ir,green,finger,rb_used,flags
61764,966066355,142833,164099,0,1,0,2
61765,966081980,142798,164150,0,1,1,0
61766,966097605,142816,164070,0,1,0,0
61767,966113230,142816,164070,0,1,0,2
61768,966128855,142791,164140,0,1,1,0
61769,966144480,142789,164085,0,1,0,0
61770,966160105,142789,164085,0,1,0,2
61771,966175730,142789,164085,0,1,0,2
61772,966191355,142812,164158,0,1,1,0
61773,966206980,142818,164125,0,1,0,0
61774,966222605,142794,164098,0,1,0,0
61775,966238230,142794,164098,0,1,0,2
61776,966253855,142794,164098,0,1,0,2
61777,966269480,142794,164098,0,1,0,2
61778,966285105,142746,164079,0,1,1,0
61779,966300730,142757,164031,0,1,0,0
61780,966316355,142757,164031,0,1,0,2
61781,966331980,142804,164117,0,1,1,0
61782,966347605,142729,164109,0,1,0,0
61783,966363230,142729,164109,0,1,0,2
61784,966378855,142729,164109,0,1,0,2
61785,966394480,142824,164207,0,1,1,0
61786,966410105,142707,164195,0,1,0,0
61787,966425730,142636,164285,0,1,0,0
61788,966441355,142636,164285,0,1,0,2
61789,966456980,142636,164285,0,1,0,2
61790,966472605,142636,164285,0,1,0,2
61791,966488230,142979,164337,0,1,1,0
61792,966503855,142489,164345,0,1,0,0
61793,966519480,142489,164345,0,1,0,2
61794,966535105,143091,164395,0,1,1,0
61795,966550730,142415,164421,0,1,0,0
61796,966566355,142415,164421,0,1,0,2
61797,966581980,142415,164421,0,1,0,2
61798,966597605,143204,164432,0,1,1,0
61799,966613230,142386,164457,0,1,0,0
61800,966628855,142427,164526,0,1,0,0
61801,966644480,142427,164526,0,1,0,2
61802,966660105,142427,164526,0,1,0,2
61803,966675730,142427,164526,0,1,0,2
61804,966691355,143403,164446,0,1,1,0
61805,966706980,142406,164578,0,1,0,0
61806,966722605,142406,164578,0,1,0,2
61807,966738230,143451,164396,0,1,1,0
61808,966753855,142432,164682,0,1,0,0
61809,966769480,142432,164682,0,1,0,2
61810,966785105,143499,164408,0,1,1,0
61811,966800730,142488,164764,0,1,0,0
61812,966816355,142488,164764,0,1,0,2
61813,966831980,142488,164764,0,1,0,2
61814,966847605,142488,164764,0,1,0,2
61815,966863230,142488,164764,0,1,0,2
61816,966878855,142973,164491,0,1,1,0
61817,966894480,142986,164299,0,1,0,0
61818,966910105,142986,164299,0,1,0,2
61819,966925730,142986,164299,0,1,0,2
61820,966941355,142875,164325,0,1,1,0
61821,966956980,142895,164271,0,1,0,0
61822,966972605,142895,164271,0,1,0,2
61823,966988230,142892,164312,0,1,1,0
61824,967003855,142937,164234,0,1,0,0
61825,967019480,142937,164234,0,1,0,2
61826,967035105,142907,164256,0,1,1,0
61827,967050730,142925,164227,0,1,0,0
61828,967066355,142925,164227,0,1,0,2
61829,967081980,142879,164198,0,1,0,0
61830,967097605,142879,164198,0,1,0,2
61831,967113230,142879,164198,0,1,0,2
61832,967128855,142879,164198,0,1,0,2
61833,967144480,142871,164329,0,1,1,0
61834,967160105,142842,164267,0,1,0,0
61835,967175730,142842,164267,0,1,0,2
61836,967191355,142935,164182,0,1,1,0
61837,967206980,142882,164190,0,1,0,0
61838,967222605,142882,164190,0,1,0,2
61839,967238230,142939,164235,0,1,1,0
61840,967253855,142814,164271,0,1,0,0
61841,967269480,142814,164271,0,1,0,2
61842,967285105,142814,164271,0,1,0,2
61843,967300730,142814,164271,0,1,0,2
61844,967316355,142814,164271,0,1,0,2
61845,967331980,142921,164609,0,1,1,0
